horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,ability_factor,time,elapsed_time,progress
4,ミクニインスパイア,2,先行,1356.464,7,1.0,12.098,62.769,75.093,0.055,0.7,88.294,88.294,0.6221
7,ファミリータイム,4,先行,1355.703,8,3.22,12.859,60.592,73.6,0.055,0.7,88.294,88.294,0.6221
3,シュガークン,2,先行,1353.747,9,1.22,14.815,52.467,61.843,0.055,0.7,88.294,88.294,0.6221
18,ミステリーウェイ,8,先行,1351.825,10,7.0,16.737,43.76,58.039,0.055,0.7,88.294,88.294,0.6221
1,ダノンデサイル,1,差し,1340.145,11,0.67,28.417,79.175,85.766,0.055,0.7,88.294,88.294,0.6221
15,マイユニバース,7,差し,1336.837,12,6.67,31.725,70.558,80.631,0.055,0.7,88.294,88.294,0.6221
10,ジューンテイク,5,差し,1332.799,13,4.45,35.763,67.114,73.771,0.055,0.7,88.294,88.294,0.6221
13,シェイクユアハート,7,差し,1331.201,14,6.67,37.361,67.357,78.592,0.055,0.7,88.294,88.294,0.6221
14,スティンガーグラス,7,差し,1330.403,15,6.45,38.159,61.121,77.264,0.055,0.7,88.294,88.294,0.6221
11,シンエンペラー,6,差し,1327.297,16,5.67,41.265,54.86,73.209,0.055,0.7,88.294,88.294,0.6221
8,タガノデュード,4,追込,1316.478,17,3.65,52.083,71.2,81.806,0.055,0.7,88.294,88.294,0.6221
6,ビザンチンドリーム,3,追込,1300.756,18,2.65,67.806,58.422,76.695,0.055,0.7,88.294,88.294,0.6221
16,メイショウタバル,8,逃げ,1375.92,1,7.0,0.0,74.557,75.358,0.064,0.7,88.769,88.769,0.6254
12,マイネルエンペラー,6,逃げ,1372.226,2,5.0,3.694,52.086,66.306,0.064,0.7,88.769,88.769,0.6254
5,クロワデュノール,3,先行,1369.722,3,2.22,6.197,84.154,89.408,0.064,0.7,88.769,88.769,0.6254
2,ミュージアムマイル,1,先行,1368.129,4,0.0,7.791,73.195,82.272,0.064,0.7,88.769,88.769,0.6254
17,レガレイラ,8,先行,1366.466,5,7.0,9.454,68.507,79.338,0.064,0.7,88.769,88.769,0.6254
9,コスモキュランダ,5,先行,1364.2,6,4.22,11.72,64.219,71.241,0.064,0.7,88.769,88.769,0.6254
4,ミクニインスパイア,2,先行,1363.892,7,1.0,12.028,62.769,75.093,0.064,0.7,88.769,88.769,0.6254
7,ファミリータイム,4,先行,1363.124,8,3.22,12.795,60.592,73.6,0.064,0.7,88.769,88.769,0.6254
3,シュガークン,2,先行,1361.112,9,1.22,14.808,52.467,61.843,0.064,0.7,88.769,88.769,0.6254
18,ミステリーウェイ,8,先行,1359.177,10,7.0,16.742,43.76,58.039,0.064,0.7,88.769,88.769,0.6254
1,ダノンデサイル,1,差し,1347.719,11,0.67,28.201,79.175,85.766,0.064,0.7,88.769,88.769,0.6254
15,マイユニバース,7,差し,1344.389,12,6.67,31.531,70.558,80.631,0.064,0.7,88.769,88.769,0.6254
10,ジューンテイク,5,差し,1340.309,13,4.45,35.61,67.114,73.771,0.064,0.7,88.769,88.769,0.6254
13,シェイクユアハート,7,差し,1338.748,14,6.67,37.172,67.357,78.592,0.064,0.7,88.769,88.769,0.6254
14,スティンガーグラス,7,差し,1337.947,15,6.45,37.973,61.121,77.264,0.064,0.7,88.769,88.769,0.6254
11,シンエンペラー,6,差し,1334.82,16,5.67,41.099,54.86,73.209,0.064,0.7,88.769,88.769,0.6254
8,タガノデュード,4,追込,1323.843,17,3.65,52.076,71.2,81.806,0.064,0.7,88.769,88.769,0.6254
6,ビザンチンドリーム,3,追込,1308.104,18,2.65,67.816,58.422,76.695,0.064,0.7,88.769,88.769,0.6254
16,メイショウタバル,8,逃げ,1383.278,1,7.0,0.0,74.557,75.358,0.072,0.7,89.244,89.244,0.6288
12,マイネルエンペラー,6,逃げ,1379.545,2,5.0,3.733,52.086,66.306,0.072,0.7,89.244,89.244,0.6288
5,クロワデュノール,3,先行,1377.208,3,2.22,6.07,84.154,89.408,0.072,0.7,89.244,89.244,0.6288
2,ミュージアムマイル,1,先行,1375.587,4,0.0,7.691,73.195,82.272,0.072,0.7,89.244,89.244,0.6288
17,レガレイラ,8,先行,1373.912,5,7.0,9.365,68.507,79.338,0.072,0.7,89.244,89.244,0.6288
9,コスモキュランダ,5,先行,1371.604,6,4.22,11.674,64.219,71.241,0.072,0.7,89.244,89.244,0.6288
4,ミクニインスパイア,2,先行,1371.32,7,1.0,11.957,62.769,75.093,0.072,0.7,89.244,89.244,0.6288
7,ファミリータイム,4,先行,1370.546,8,3.22,12.732,60.592,73.6,0.072,0.7,89.244,89.244,0.6288
3,シュガークン,2,先行,1368.476,9,1.22,14.801,52.467,61.843,0.072,0.7,89.244,89.244,0.6288
18,ミステリーウェイ,8,先行,1366.529,10,7.0,16.748,43.76,58.039,0.072,0.7,89.244,89.244,0.6288
1,ダノンデサイル,1,差し,1355.293,11,0.67,27.985,79.175,85.766,0.072,0.7,89.244,89.244,0.6288
15,マイユニバース,7,差し,1351.94,12,6.67,31.337,70.558,80.631,0.072,0.7,89.244,89.244,0.6288
10,ジューンテイク,5,差し,1347.82,13,4.45,35.458,67.114,73.771,0.072,0.7,89.244,89.244,0.6288
13,シェイクユアハート,7,差し,1346.295,14,6.67,36.982,67.357,78.592,0.072,0.7,89.244,89.244,0.6288
14,スティンガーグラス,7,差し,1345.491,15,6.45,37.787,61.121,77.264,0.072,0.7,89.244,89.244,0.6288
11,シンエンペラー,6,差し,1342.344,16,5.67,40.933,54.86,73.209,0.072,0.7,89.244,89.244,0.6288
8,タガノデュード,4,追込,1331.208,17,3.65,52.069,71.2,81.806,0.072,0.7,89.244,89.244,0.6288
6,ビザンチンドリーム,3,追込,1315.452,18,2.65,67.826,58.422,76.695,0.072,0.7,89.244,89.244,0.6288
16,メイショウタバル,8,逃げ,1390.635,1,7.0,0.0,74.557,75.358,0.08,0.7,89.718,89.718,0.6321
12,マイネルエンペラー,6,逃げ,1386.864,2,5.0,3.772,52.086,66.306,0.08,0.7,89.718,89.718,0.6321
5,クロワデュノール,3,先行,1384.693,3,2.22,5.942,84.154,89.408,0.08,0.7,89.718,89.718,0.6321
2,ミュージアムマイル,1,先行,1383.045,4,0.0,7.591,73.195,82.272,0.08,0.7,89.718,89.718,0.6321
17,レガレイラ,8,先行,1381.359,5,7.0,9.277,68.507,79.338,0.08,0.7,89.718,89.718,0.6321
9,コスモキュランダ,5,先行,1379.008,6,4.22,11.628,64.219,71.241,0.08,0.7,89.718,89.718,0.6321
4,ミクニインスパイア,2,先行,1378.749,7,1.0,11.887,62.769,75.093,0.08,0.7,89.718,89.718,0.6321
7,ファミリータイム,4,先行,1377.967,8,3.22,12.668,60.592,73.6,0.08,0.7,89.718,89.718,0.6321
3,シュガークン,2,先行,1375.841,9,1.22,14.794,52.467,61.843,0.08,0.7,89.718,89.718,0.6321
18,ミステリーウェイ,8,先行,1373.881,10,7.0,16.754,43.76,58.039,0.08,0.7,89.718,89.718,0.6321
1,ダノンデサイル,1,差し,1362.867,11,0.67,27.768,79.175,85.766,0.08,0.7,89.718,89.718,0.6321
15,マイユニバース,7,差し,1359.492,12,6.67,31.144,70.558,80.631,0.08,0.7,89.718,89.718,0.6321
10,ジューンテイク,5,差し,1355.33,13,4.45,35.305,67.114,73.771,0.08,0.7,89.718,89.718,0.6321
13,シェイクユアハート,7,差し,1353.842,14,6.67,36.793,67.357,78.592,0.08,0.7,89.718,89.718,0.6321
14,スティンガーグラス,7,差し,1353.035,15,6.45,37.6,61.121,77.264,0.08,0.7,89.718,89.718,0.6321
11,シンエンペラー,6,差し,1349.868,16,5.67,40.768,54.86,73.209,0.08,0.7,89.718,89.718,0.6321
8,タガノデュード,4,追込,1338.573,17,3.65,52.062,71.2,81.806,0.08,0.7,89.718,89.718,0.6321
6,ビザンチンドリーム,3,追込,1322.8,18,2.65,67.836,58.422,76.695,0.08,0.7,89.718,89.718,0.6321
16,メイショウタバル,8,逃げ,1397.993,1,7.0,0.0,74.557,75.358,0.089,0.7,90.193,90.193,0.6355
12,マイネルエンペラー,6,逃げ,1394.183,2,5.0,3.811,52.086,66.306,0.089,0.7,90.193,90.193,0.6355
5,クロワデュノール,3,先行,1392.178,3,2.22,5.815,84.154,89.408,0.089,0.7,90.193,90.193,0.6355
2,ミュージアムマイル,1,先行,1390.502,4,0.0,7.491,73.195,82.272,0.089,0.7,90.193,90.193,0.6355
17,レガレイラ,8,先行,1388.805,5,7.0,9.188,68.507,79.338,0.089,0.7,90.193,90.193,0.6355
9,コスモキュランダ,5,先行,1386.412,6,4.22,11.582,64.219,71.241,0.089,0.7,90.193,90.193,0.6355
4,ミクニインスパイア,2,先行,1386.177,7,1.0,11.816,62.769,75.093,0.089,0.7,90.193,90.193,0.6355
7,ファミリータイム,4,先行,1385.389,8,3.22,12.604,60.592,73.6,0.089,0.7,90.193,90.193,0.6355
3,シュガークン,2,先行,1383.206,9,1.22,14.787,52.467,61.843,0.089,0.7,90.193,90.193,0.6355
18,ミステリーウェイ,8,先行,1381.234,10,7.0,16.76,43.76,58.039,0.089,0.7,90.193,90.193,0.6355
1,ダノンデサイル,1,差し,1370.441,11,0.67,27.552,79.175,85.766,0.089,0.7,90.193,90.193,0.6355
15,マイユニバース,7,差し,1367.043,12,6.67,30.95,70.558,80.631,0.089,0.7,90.193,90.193,0.6355
10,ジューンテイク,5,差し,1362.84,13,4.45,35.153,67.114,73.771,0.089,0.7,90.193,90.193,0.6355
13,シェイクユアハート,7,差し,1361.389,14,6.67,36.604,67.357,78.592,0.089,0.7,90.193,90.193,0.6355
14,スティンガーグラス,7,差し,1360.579,15,6.45,37.414,61.121,77.264,0.089,0.7,90.193,90.193,0.6355
11,シンエンペラー,6,差し,1357.392,16,5.67,40.602,54.86,73.209,0.089,0.7,90.193,90.193,0.6355
8,タガノデュード,4,追込,1345.938,17,3.65,52.055,71.2,81.806,0.089,0.7,90.193,90.193,0.6355
6,ビザンチンドリーム,3,追込,1330.148,18,2.65,67.846,58.422,76.695,0.089,0.7,90.193,90.193,0.6355
16,メイショウタバル,8,逃げ,1405.351,1,7.0,0.0,74.557,75.358,0.097,0.7,90.668,90.668,0.6388
12,マイネルエンペラー,6,逃げ,1401.502,2,5.0,3.849,52.086,66.306,0.097,0.7,90.668,90.668,0.6388
5,クロワデュノール,3,先行,1399.664,3,2.22,5.687,84.154,89.408,0.097,0.7,90.668,90.668,0.6388
2,ミュージアムマイル,1,先行,1397.96,4,0.0,7.391,73.195,82.272,0.097,0.7,90.668,90.668,0.6388
17,レガレイラ,8,先行,1396.251,5,7.0,9.1,68.507,79.338,0.097,0.7,90.668,90.668,0.6388
9,コスモキュランダ,5,先行,1393.816,6,4.22,11.535,64.219,71.241,0.097,0.7,90.668,90.668,0.6388
4,ミクニインスパイア,2,先行,1393.606,7,1.0,11.745,62.769,75.093,0.097,0.7,90.668,90.668,0.6388
7,ファミリータイム,4,先行,1392.811,8,3.22,12.541,60.592,73.6,0.097,0.7,90.668,90.668,0.6388
3,シュガークン,2,先行,1390.571,9,1.22,14.781,52.467,61.843,0.097,0.7,90.668,90.668,0.6388
18,ミステリーウェイ,8,先行,1388.586,10,7.0,16.766,43.76,58.039,0.097,0.7,90.668,90.668,0.6388
1,ダノンデサイル,1,差し,1378.015,11,0.67,27.336,79.175,85.766,0.097,0.7,90.668,90.668,0.6388
15,マイユニバース,7,差し,1374.595,12,6.67,30.756,70.558,80.631,0.097,0.7,90.668,90.668,0.6388
10,ジューンテイク,5,差し,1370.351,13,4.45,35.001,67.114,73.771,0.097,0.7,90.668,90.668,0.6388
13,シェイクユアハート,7,差し,1368.936,14,6.67,36.415,67.357,78.592,0.097,0.7,90.668,90.668,0.6388
14,スティンガーグラス,7,差し,1368.123,15,6.45,37.228,61.121,77.264,0.097,0.7,90.668,90.668,0.6388
11,シンエンペラー,6,差し,1364.915,16,5.67,40.436,54.86,73.209,0.097,0.7,90.668,90.668,0.6388
8,タガノデュード,4,追込,1353.303,17,3.65,52.048,71.2,81.806,0.097,0.7,90.668,90.668,0.6388
6,ビザンチンドリーム,3,追込,1337.496,18,2.65,67.856,58.422,76.695,0.097,0.7,90.668,90.668,0.6388
16,メイショウタバル,8,逃げ,1412.709,1,7.0,0.0,74.557,75.358,0.105,0.7,91.143,91.143,0.6421
12,マイネルエンペラー,6,逃げ,1408.821,2,5.0,3.888,52.086,66.306,0.105,0.7,91.143,91.143,0.6421
5,クロワデュノール,3,先行,1407.149,3,2.22,5.56,84.154,89.408,0.105,0.7,91.143,91.143,0.6421
2,ミュージアムマイル,1,先行,1405.418,4,0.0,7.291,73.195,82.272,0.105,0.7,91.143,91.143,0.6421
17,レガレイラ,8,先行,1403.698,5,7.0,9.011,68.507,79.338,0.105,0.7,91.143,91.143,0.6421
9,コスモキュランダ,5,先行,1401.22,6,4.22,11.489,64.219,71.241,0.105,0.7,91.143,91.143,0.6421
4,ミクニインスパイア,2,先行,1401.034,7,1.0,11.675,62.769,75.093,0.105,0.7,91.143,91.143,0.6421
7,ファミリータイム,4,先行,1400.232,8,3.22,12.477,60.592,73.6,0.105,0.7,91.143,91.143,0.6421
3,シュガークン,2,先行,1397.935,9,1.22,14.774,52.467,61.843,0.105,0.7,91.143,91.143,0.6421
18,ミステリーウェイ,8,先行,1395.938,10,7.0,16.771,43.76,58.039,0.105,0.7,91.143,91.143,0.6421
1,ダノンデサイル,1,差し,1385.589,11,0.67,27.12,79.175,85.766,0.105,0.7,91.143,91.143,0.6421
15,マイユニバース,7,差し,1382.147,12,6.67,30.562,70.558,80.631,0.105,0.7,91.143,91.143,0.6421
10,ジューンテイク,5,差し,1377.861,13,4.45,34.848,67.114,73.771,0.105,0.7,91.143,91.143,0.6421
13,シェイクユアハート,7,差し,1376.483,14,6.67,36.226,67.357,78.592,0.105,0.7,91.143,91.143,0.6421
14,スティンガーグラス,7,差し,1375.667,15,6.45,37.042,61.121,77.264,0.105,0.7,91.143,91.143,0.6421
11,シンエンペラー,6,差し,1372.439,16,5.67,40.27,54.86,73.209,0.105,0.7,91.143,91.143,0.6421
8,タガノデュード,4,追込,1360.668,17,3.65,52.041,71.2,81.806,0.105,0.7,91.143,91.143,0.6421
6,ビザンチンドリーム,3,追込,1344.843,18,2.65,67.866,58.422,76.695,0.105,0.7,91.143,91.143,0.6421
16,メイショウタバル,8,逃げ,1420.067,1,7.0,0.0,74.557,75.358,0.114,0.7,91.617,91.617,0.6455
12,マイネルエンペラー,6,逃げ,1416.201,2,5.0,3.865,52.086,66.306,0.114,0.7,91.617,91.617,0.6455
5,クロワデュノール,3,先行,1414.696,3,2.22,5.371,84.154,89.408,0.114,0.7,91.617,91.617,0.6455
2,ミュージアムマイル,1,先行,1412.937,4,0.0,7.13,73.195,82.272,0.114,0.7,91.617,91.617,0.6455
17,レガレイラ,8,先行,1411.205,5,7.0,8.861,68.507,79.338,0.114,0.7,91.617,91.617,0.6455
9,コスモキュランダ,5,先行,1408.685,6,4.22,11.382,64.219,71.241,0.114,0.7,91.617,91.617,0.6455
4,ミクニインスパイア,2,先行,1408.524,7,1.0,11.543,62.769,75.093,0.114,0.7,91.617,91.617,0.6455
7,ファミリータイム,4,先行,1407.715,8,3.22,12.352,60.592,73.6,0.114,0.7,91.617,91.617,0.6455
3,シュガークン,2,先行,1405.362,9,1.22,14.705,52.467,61.843,0.114,0.7,91.617,91.617,0.6455
18,ミステリーウェイ,8,先行,1403.351,10,7.0,16.716,43.76,58.039,0.114,0.7,91.617,91.617,0.6455
1,ダノンデサイル,1,差し,1393.224,11,0.67,26.842,79.175,85.766,0.114,0.7,91.617,91.617,0.6455
15,マイユニバース,7,差し,1389.76,12,6.67,30.307,70.558,80.631,0.114,0.7,91.617,91.617,0.6455
10,ジューンテイク,5,差し,1385.433,13,4.45,34.634,67.114,73.771,0.114,0.7,91.617,91.617,0.6455
13,シェイクユアハート,7,差し,1384.091,14,6.67,35.976,67.357,78.592,0.114,0.7,91.617,91.617,0.6455
14,スティンガーグラス,7,差し,1383.272,15,6.45,36.794,61.121,77.264,0.114,0.7,91.617,91.617,0.6455
11,シンエンペラー,6,差し,1380.024,16,5.67,40.043,54.86,73.209,0.114,0.7,91.617,91.617,0.6455
8,タガノデュード,4,追込,1368.095,17,3.65,51.972,71.2,81.806,0.114,0.7,91.617,91.617,0.6455
6,ビザンチンドリーム,3,追込,1352.253,18,2.65,67.814,58.422,76.695,0.114,0.7,91.617,91.617,0.6455
16,メイショウタバル,8,逃げ,1427.425,1,7.0,0.0,74.557,75.358,0.122,0.7,92.092,92.092,0.6488
12,マイネルエンペラー,6,逃げ,1423.586,2,5.0,3.838,52.086,66.306,0.122,0.7,92.092,92.092,0.6488
5,クロワデュノール,3,先行,1422.247,3,2.22,5.178,84.154,89.408,0.122,0.7,92.092,92.092,0.6488
2,ミュージアムマイル,1,先行,1420.46,4,0.0,6.965,73.195,82.272,0.122,0.7,92.092,92.092,0.6488
17,レガレイラ,8,先行,1418.718,5,7.0,8.707,68.507,79.338,0.122,0.7,92.092,92.092,0.6488
9,コスモキュランダ,5,先行,1416.155,6,4.22,11.27,64.219,71.241,0.122,0.7,92.092,92.092,0.6488
4,ミクニインスパイア,2,先行,1416.018,7,1.0,11.407,62.769,75.093,0.122,0.7,92.092,92.092,0.6488
7,ファミリータイム,4,先行,1415.202,8,3.22,12.222,60.592,73.6,0.122,0.7,92.092,92.092,0.6488
3,シュガークン,2,先行,1412.792,9,1.22,14.633,52.467,61.843,0.122,0.7,92.092,92.092,0.6488
18,ミステリーウェイ,8,先行,1410.769,10,7.0,16.656,43.76,58.039,0.122,0.7,92.092,92.092,0.6488
1,ダノンデサイル,1,差し,1400.864,11,0.67,26.56,79.175,85.766,0.122,0.7,92.092,92.092,0.6488
15,マイユニバース,7,差し,1397.377,12,6.67,30.048,70.558,80.631,0.122,0.7,92.092,92.092,0.6488
10,ジューンテイク,5,差し,1393.009,13,4.45,34.416,67.114,73.771,0.122,0.7,92.092,92.092,0.6488
13,シェイクユアハート,7,差し,1391.704,14,6.67,35.721,67.357,78.592,0.122,0.7,92.092,92.092,0.6488
14,スティンガーグラス,7,差し,1390.882,15,6.45,36.542,61.121,77.264,0.122,0.7,92.092,92.092,0.6488
11,シンエンペラー,6,差し,1387.614,16,5.67,39.811,54.86,73.209,0.122,0.7,92.092,92.092,0.6488
8,タガノデュード,4,追込,1375.526,17,3.65,51.899,71.2,81.806,0.122,0.7,92.092,92.092,0.6488
6,ビザンチンドリーム,3,追込,1359.666,18,2.65,67.758,58.422,76.695,0.122,0.7,92.092,92.092,0.6488
16,メイショウタバル,8,逃げ,1434.783,1,7.0,0.0,74.557,75.358,0.13,0.7,92.567,92.567,0.6522
12,マイネルエンペラー,6,逃げ,1430.971,2,5.0,3.811,52.086,66.306,0.13,0.7,92.567,92.567,0.6522
5,クロワデュノール,3,先行,1429.798,3,2.22,4.985,84.154,89.408,0.13,0.7,92.567,92.567,0.6522
2,ミュージアムマイル,1,先行,1427.984,4,0.0,6.799,73.195,82.272,0.13,0.7,92.567,92.567,0.6522
17,レガレイラ,8,先行,1426.23,5,7.0,8.553,68.507,79.338,0.13,0.7,92.567,92.567,0.6522
9,コスモキュランダ,5,先行,1423.625,6,4.22,11.158,64.219,71.241,0.13,0.7,92.567,92.567,0.6522
4,ミクニインスパイア,2,先行,1423.512,7,1.0,11.27,62.769,75.093,0.13,0.7,92.567,92.567,0.6522
7,ファミリータイム,4,先行,1422.69,8,3.22,12.093,60.592,73.6,0.13,0.7,92.567,92.567,0.6522
3,シュガークン,2,先行,1420.223,9,1.22,14.56,52.467,61.843,0.13,0.7,92.567,92.567,0.6522
18,ミステリーウェイ,8,先行,1418.187,10,7.0,16.596,43.76,58.039,0.13,0.7,92.567,92.567,0.6522
1,ダノンデサイル,1,差し,1408.504,11,0.67,26.279,79.175,85.766,0.13,0.7,92.567,92.567,0.6522
15,マイユニバース,7,差し,1404.994,12,6.67,29.788,70.558,80.631,0.13,0.7,92.567,92.567,0.6522
10,ジューンテイク,5,差し,1400.585,13,4.45,34.198,67.114,73.771,0.13,0.7,92.567,92.567,0.6522
13,シェイクユアハート,7,差し,1399.317,14,6.67,35.466,67.357,78.592,0.13,0.7,92.567,92.567,0.6522
14,スティンガーグラス,7,差し,1398.492,15,6.45,36.29,61.121,77.264,0.13,0.7,92.567,92.567,0.6522
11,シンエンペラー,6,差し,1395.203,16,5.67,39.579,54.86,73.209,0.13,0.7,92.567,92.567,0.6522
8,タガノデュード,4,追込,1382.956,17,3.65,51.826,71.2,81.806,0.13,0.7,92.567,92.567,0.6522
6,ビザンチンドリーム,3,追込,1367.08,18,2.65,67.703,58.422,76.695,0.13,0.7,92.567,92.567,0.6522
16,メイショウタバル,8,逃げ,1442.14,1,7.0,0.0,74.557,75.358,0.139,0.7,93.041,93.041,0.6555
12,マイネルエンペラー,6,逃げ,1438.356,2,5.0,3.784,52.086,66.306,0.139,0.7,93.041,93.041,0.6555
5,クロワデュノール,3,先行,1437.349,3,2.22,4.791,84.154,89.408,0.139,0.7,93.041,93.041,0.6555
2,ミュージアムマイル,1,先行,1435.507,4,0.0,6.633,73.195,82.272,0.139,0.7,93.041,93.041,0.6555
17,レガレイラ,8,先行,1433.742,5,7.0,8.398,68.507,79.338,0.139,0.7,93.041,93.041,0.6555
9,コスモキュランダ,5,先行,1431.095,6,4.22,11.046,64.219,71.241,0.139,0.7,93.041,93.041,0.6555
4,ミクニインスパイア,2,先行,1431.007,7,1.0,11.134,62.769,75.093,0.139,0.7,93.041,93.041,0.6555
7,ファミリータイム,4,先行,1430.177,8,3.22,11.963,60.592,73.6,0.139,0.7,93.041,93.041,0.6555
3,シュガークン,2,先行,1427.653,9,1.22,14.487,52.467,61.843,0.139,0.7,93.041,93.041,0.6555
18,ミステリーウェイ,8,先行,1425.605,10,7.0,16.536,43.76,58.039,0.139,0.7,93.041,93.041,0.6555
1,ダノンデサイル,1,差し,1416.144,11,0.67,25.997,79.175,85.766,0.139,0.7,93.041,93.041,0.6555
15,マイユニバース,7,差し,1412.612,12,6.67,29.529,70.558,80.631,0.139,0.7,93.041,93.041,0.6555
10,ジューンテイク,5,差し,1408.161,13,4.45,33.979,67.114,73.771,0.139,0.7,93.041,93.041,0.6555
13,シェイクユアハート,7,差し,1406.929,14,6.67,35.211,67.357,78.592,0.139,0.7,93.041,93.041,0.6555
14,スティンガーグラス,7,差し,1406.102,15,6.45,36.038,61.121,77.264,0.139,0.7,93.041,93.041,0.6555
11,シンエンペラー,6,差し,1402.793,16,5.67,39.348,54.86,73.209,0.139,0.7,93.041,93.041,0.6555
8,タガノデュード,4,追込,1390.387,17,3.65,51.753,71.2,81.806,0.139,0.7,93.041,93.041,0.6555
6,ビザンチンドリーム,3,追込,1374.494,18,2.65,67.647,58.422,76.695,0.139,0.7,93.041,93.041,0.6555
16,メイショウタバル,8,逃げ,1449.498,1,7.0,0.0,74.557,75.358,0.147,0.7,93.516,93.516,0.6589
12,マイネルエンペラー,6,逃げ,1445.741,2,5.0,3.757,52.086,66.306,0.147,0.7,93.516,93.516,0.6589
5,クロワデュノール,3,先行,1444.9,3,2.22,4.598,84.154,89.408,0.147,0.7,93.516,93.516,0.6589
2,ミュージアムマイル,1,先行,1443.031,4,0.0,6.468,73.195,82.272,0.147,0.7,93.516,93.516,0.6589
17,レガレイラ,8,先行,1441.254,5,7.0,8.244,68.507,79.338,0.147,0.7,93.516,93.516,0.6589
9,コスモキュランダ,5,先行,1438.565,6,4.22,10.934,64.219,71.241,0.147,0.7,93.516,93.516,0.6589
4,ミクニインスパイア,2,先行,1438.501,7,1.0,10.998,62.769,75.093,0.147,0.7,93.516,93.516,0.6589
7,ファミリータイム,4,先行,1437.665,8,3.22,11.834,60.592,73.6,0.147,0.7,93.516,93.516,0.6589
3,シュガークン,2,先行,1435.084,9,1.22,14.414,52.467,61.843,0.147,0.7,93.516,93.516,0.6589
18,ミステリーウェイ,8,先行,1433.023,10,7.0,16.476,43.76,58.039,0.147,0.7,93.516,93.516,0.6589
1,ダノンデサイル,1,差し,1423.784,11,0.67,25.715,79.175,85.766,0.147,0.7,93.516,93.516,0.6589
15,マイユニバース,7,差し,1420.229,12,6.67,29.269,70.558,80.631,0.147,0.7,93.516,93.516,0.6589
10,ジューンテイク,5,差し,1415.737,13,4.45,33.761,67.114,73.771,0.147,0.7,93.516,93.516,0.6589
13,シェイクユアハート,7,差し,1414.542,14,6.67,34.956,67.357,78.592,0.147,0.7,93.516,93.516,0.6589
14,スティンガーグラス,7,差し,1413.712,15,6.45,35.786,61.121,77.264,0.147,0.7,93.516,93.516,0.6589
11,シンエンペラー,6,差し,1410.382,16,5.67,39.116,54.86,73.209,0.147,0.7,93.516,93.516,0.6589
8,タガノデュード,4,追込,1397.818,17,3.65,51.68,71.2,81.806,0.147,0.7,93.516,93.516,0.6589
6,ビザンチンドリーム,3,追込,1381.907,18,2.65,67.591,58.422,76.695,0.147,0.7,93.516,93.516,0.6589
16,メイショウタバル,8,逃げ,1456.856,1,7.0,0.0,74.557,75.358,0.156,0.7,93.991,93.991,0.6622
12,マイネルエンペラー,6,逃げ,1453.126,2,5.0,3.73,52.086,66.306,0.156,0.7,93.991,93.991,0.6622
5,クロワデュノール,3,先行,1452.452,3,2.22,4.405,84.154,89.408,0.156,0.7,93.991,93.991,0.6622
2,ミュージアムマイル,1,先行,1450.554,4,0.0,6.302,73.195,82.272,0.156,0.7,93.991,93.991,0.6622
17,レガレイラ,8,先行,1448.766,5,7.0,8.09,68.507,79.338,0.156,0.7,93.991,93.991,0.6622
9,コスモキュランダ,5,先行,1446.034,6,4.22,10.822,64.219,71.241,0.156,0.7,93.991,93.991,0.6622
4,ミクニインスパイア,2,先行,1445.995,7,1.0,10.861,62.769,75.093,0.156,0.7,93.991,93.991,0.6622
7,ファミリータイム,4,先行,1445.152,8,3.22,11.704,60.592,73.6,0.156,0.7,93.991,93.991,0.6622
3,シュガークン,2,先行,1442.515,9,1.22,14.342,52.467,61.843,0.156,0.7,93.991,93.991,0.6622
18,ミステリーウェイ,8,先行,1440.44,10,7.0,16.416,43.76,58.039,0.156,0.7,93.991,93.991,0.6622
1,ダノンデサイル,1,差し,1431.424,11,0.67,25.433,79.175,85.766,0.156,0.7,93.991,93.991,0.6622
15,マイユニバース,7,差し,1427.847,12,6.67,29.01,70.558,80.631,0.156,0.7,93.991,93.991,0.6622
10,ジューンテイク,5,差し,1423.313,13,4.45,33.543,67.114,73.771,0.156,0.7,93.991,93.991,0.6622
13,シェイクユアハート,7,差し,1422.155,14,6.67,34.701,67.357,78.592,0.156,0.7,93.991,93.991,0.6622
14,スティンガーグラス,7,差し,1421.322,15,6.45,35.535,61.121,77.264,0.156,0.7,93.991,93.991,0.6622
11,シンエンペラー,6,差し,1417.972,16,5.67,38.884,54.86,73.209,0.156,0.7,93.991,93.991,0.6622
8,タガノデュード,4,追込,1405.249,17,3.65,51.608,71.2,81.806,0.156,0.7,93.991,93.991,0.6622
6,ビザンチンドリーム,3,追込,1389.321,18,2.65,67.535,58.422,76.695,0.156,0.7,93.991,93.991,0.6622
16,メイショウタバル,8,逃げ,1464.214,1,7.0,0.0,74.557,75.358,0.164,0.7,94.465,94.465,0.6656
12,マイネルエンペラー,6,逃げ,1460.511,2,5.0,3.703,52.086,66.306,0.164,0.7,94.465,94.465,0.6656
5,クロワデュノール,3,先行,1460.003,3,2.22,4.211,84.154,89.408,0.164,0.7,94.465,94.465,0.6656
2,ミュージアムマイル,1,先行,1458.078,4,0.0,6.136,73.195,82.272,0.164,0.7,94.465,94.465,0.6656
17,レガレイラ,8,先行,1456.279,5,7.0,7.936,68.507,79.338,0.164,0.7,94.465,94.465,0.6656
